src_id	verse_id	book	chapter	verse	english_text	nagamese_text
EN_NAG_01170	2JN_3_12	2 John	3	12	[English translation for 2 John 3:12]	Moi tumikhan logote bisi kotha likhi bole ase, kintu moi kagos te aru siyahi pora etu kotha khan likhi bole mon nai. Hoilebi, moi tumikhan logote ahi kene ekjon-ekjon logote kotha kori bole mon ase, etu pora tumikhan laga khushi aru bhi bisi dangor hobo†.
EN_NAG_01171	2JN_3_13	2 John	3	13	[English translation for 2 John 3:13]	Tumikhan pora basi luwa bhoini laga bacha khan‡ pora bhi tumike salam di ase. † 1:12 1 John 1:4; 3 John 1:13. ‡ 1:13 Chithi likhi thaka girja laga biswasi khan pora. iii Indian Standard Version (ISV) Nagamese The New Testament in the Naga Pidgin language of India: Indian Standard Version (ISV) Nagamese copyright © 2019 Bridge Connectivity Solutions Language: Nagamiz (Naga Pidgin) Contributor: Bridge Connectivity Solutions Pvt. Ltd. This translation is made available to you under the terms of the Creative Commons Attribution Share-Alike license 4.0. You have permission to share and redistribute this Bible translation in any format and to make reasonable revisions and adaptations of this translation, provided that: You include the above copyright and source information. If you make any changes to the text, you must indicate that you did so in a way that makes it clear that the original licensor is not necessarily endorsing your changes. If you redistribute this text, you must distribute your contributions under the same license as the original. Pictures included with Scriptures and other documents on this site are licensed just for use with those Scriptures and documents. For other uses, please contact the respective copyright owners. Note that in addition to the rules above, revising and adapting God's Word involves a great responsibility to be true to God's Word. See Revelation 22:18-19. 2023-04-14 PDF generated using Haiola and XeLaTeX on 11 Jun 2026 from source files dated 23 Apr 2023 302d590c-b57a-5734-9dcb-8a22ed7685c4
EN_NAG_01172	2PE_1_1	2 Peter	1	1	[English translation for 2 Peter 1:1]	Simon Peter ,ekjon noukar aru Jisu Khrista laga apostle pora, taikhan ke, jun khan bhi amikhan nisena eke biswas paise, Isor aru Tran-Korta Jisu Khrista laga dharmikta dwara.
EN_NAG_01173	2PE_1_2	2 Peter	1	2	[English translation for 2 Peter 1:2]	Asirbad aru shanti apuni khan logote bisi hobole dibi Probhu Jisu aru Isor laga gyaan pora. Apuni ke Mata Aru Basi Luwa Thik Janibi
EN_NAG_01174	2PE_1_3	2 Peter	1	3	[English translation for 2 Peter 1:3]	Kelemane Tai laga mohan takot aru jibon laga bhal kaam khan amikhan ke dise aru etu sob Isor laga gyaan pora he hoise. Tai laga mohima aru asirbad pora amikhan ke mati loise.
EN_NAG_01175	2PE_1_4	2 Peter	1	4	[English translation for 2 Peter 1:4]	Etu dwara, Tai amikhan ke daami aru dangor kosom dise, etu nimite eitu khan saikene amikhan bhi Isor laga shakti te bhag lobo, aru etu prithibi laga biya kaam ki ase, etu pora polaikene thakibo.
EN_NAG_01176	2PE_1_5	2 Peter	1	5	[English translation for 2 Peter 1:5]	Kintu eitu khan nimite, apuni laga biswas te sob bhal kaam to he anibole bisari bhi; aru bhal kaam te gyaan bhi milai kene chola bhi;
EN_NAG_01177	2PE_1_6	2 Peter	1	6	[English translation for 2 Peter 1:6]	gyaan pora nijorke thik pora rakhibi; aru biya kaam pora thik rakhibole nimite nomro hoi kene thakibi; aru nomro hoi kene bhal rasta te jabi;
EN_NAG_01178	2PE_2_7	2 Peter	2	7	[English translation for 2 Peter 2:7]	bhal kaam kori kene nijor bhai ke bhi morom koribi; aru bhai khan ke morom koribi.
EN_NAG_01179	2PE_2_2	2 Peter	2	2	[English translation for 2 Peter 2:2]	Peter 1:8 ii 2 Peter 1:17
EN_NAG_01180	2PE_2_8	2 Peter	2	8	[English translation for 2 Peter 2:8]	Jodi eitu khan apuni laga bhitor te thake, apuni Probhu Jisu Khrista laga gyaan te kitia bhi khali nathakibo.
EN_NAG_01181	2PE_2_9	2 Peter	2	9	[English translation for 2 Peter 2:9]	Kintu kun logote eitu khan nai, tai andha nisena he ase, tai suku komjur thaka nisena ase, tai pahori jaise tai laga poila paap kaam kori kene thaka sob to maph kori dise koi kene.
EN_NAG_01182	2PE_2_10	2 Peter	2	10	[English translation for 2 Peter 2:10]	Etu nimite, bhai khan, apnike ki nimite matise aru basi loise, etu bhal pora sai lobi, jodi apuni khan etu kore, apuni kitia bhi nagiribo.
EN_NAG_01183	2PE_2_11	2 Peter	2	11	[English translation for 2 Peter 2:11]	Etu pora apuni laga jibon bachai diya Probhu Jisu Khrista laga anonto rajyote dhun pora bhorta hoi kene jabole paribo.
EN_NAG_01184	2PE_2_12	2 Peter	2	12	[English translation for 2 Peter 2:12]	Etu karone moi apuni khan ke etu kotha khan kobole nimite hodai taiyar thakibo, apuni khan etu janile bhi, aru etiya thaka nisena biswas te thakile bhi.
EN_NAG_01185	2PE_2_13	2 Peter	2	13	[English translation for 2 Peter 2:13]	Moi apuni khan ke etu koi diya to bhal ase, moi jiman din tak etu jagate thakibo, etu kotha khan koi kene apuni ke bhabona kori bole dibo.
EN_NAG_01186	2PE_2_14	2 Peter	2	14	[English translation for 2 Peter 2:14]	Kelemane moi jani ase bisi joldi moi etu jaga to chari bo lagibo, moike Probhu Jisu Khrista pora eitu khan sob to dikhai dise.
EN_NAG_01187	2PE_2_15	2 Peter	2	15	[English translation for 2 Peter 2:15]	Kintu moi naja age te apuni khan sob monte etu kotha khan rakhi thaki bole nimite. Khrista Laga Mohima Aru Bhabobani
EN_NAG_01188	2PE_2_16	2 Peter	2	16	[English translation for 2 Peter 2:16]	Kelemane amikhan chalak pora etu kotha khan kowa nai jitia amikhan pora apuni khan ke Probhu Jisu Khrista aru ahibole laga kotha janibole dise, kintu amikhan Tai laga mohan kaam kori diya laga gawah ase.
EN_NAG_01189	2PE_3_17	2 Peter	3	17	[English translation for 2 Peter 3:17]	Kelemane Tai Baba Isor pora sonman aru mohima paise jitia Tai logote ekta awaj ahi kene
EN_NAG_01190	2PE_3_2	2 Peter	3	2	[English translation for 2 Peter 3:2]	Peter 1:18 iii 2 Peter 2:3 mohima pora koise, “Etu Moi laga morom chokra ase, Tai uporte Moi bisi khushi ase*.”
EN_NAG_01191	2PE_3_18	2 Peter	3	18	[English translation for 2 Peter 3:18]	Moi khan nijor hunise etu awaj sorgo pora ahi thaka jitia amikhan Tai logote etu pobitro pahar te thakise.†
EN_NAG_01192	2PE_3_19	2 Peter	3	19	[English translation for 2 Peter 3:19]	Kelemane etu Isor laga kotha amikhan nimite aru bhi bhal bonai dise, aru apuni khan etu kotha te mon dile apuni nimite bhal hoi thakibo, jitia tak rati khotom nohoi kene aru phojur laga tara apnikhan laga monte naulai.
EN_NAG_01193	2PE_3_20	2 Peter	3	20	[English translation for 2 Peter 3:20]	Etu sob pora bhi upor ,apuni khan janibole lage Isor laga pobitro kotha to kunba manu laga nijor itcha pora nokoi.
EN_NAG_01194	2PE_4_21	2 Peter	4	21	[English translation for 2 Peter 4:21]	Kelemane Isor laga kotha khan manu laga itcha pora ana nai, kintu Isor he manu khan ke koise jitia taikhan Pobitro Atma pora bhorta thakise. 2 Misa Bhabobadi Aru Misa Shika manu Khan
EN_NAG_01195	2PE_4_1	2 Peter	4	1	[English translation for 2 Peter 4:1]	Kintu misa bhabobadi khan bhi manu khan logote ahise, aru etu misa laga hikhok khan apuni logote bhi ahibo. Taikhan lukai kene biya kaam khan anibo, aru hosa malik ke mana koribo kun pora taikhan ke anise. Taikhan nijor uporte bhi dukh khan ani ase.
EN_NAG_01196	2PE_4_2	2 Peter	4	2	[English translation for 2 Peter 4:2]	Bisi manu taikhan laga biya kaam laga piche koribo, aru etu pora hosa laga kotha khan ke misa bonai dibo*.
EN_NAG_01197	2PE_5_3	2 Peter	5	3	[English translation for 2 Peter 5:3]	Taikhan laga nijor labh nimite misa kotha koi kene thogai dibo. Bisi din pora taikhan * 1:17 Psa. 2:7; Isa. 42:1. † 1:18 Mat. 17:1-5. * 2:2 Rom. 2:24; Eze. 36:22.
EN_NAG_01198	2PE_5_2	2 Peter	5	2	[English translation for 2 Peter 5:2]	Peter 2:4 iv 2 Peter 2:10 uporte bodnam to alchi pora thaka nohoi, aru taikhan nuksan hobole to ghumai ja nohoi.
EN_NAG_01199	2PE_5_4	2 Peter	5	4	[English translation for 2 Peter 5:4]	Kelemane kun sorgodoth Tai laga kotha mana nai taikhan ke bhi chara nai. Kintu taikhan ke Tartarus laga nichete phelai dise aru loha pora andhera jagate bandhi dise jitia tak bisar laga din nahibo†.
EN_NAG_01200	2PE_5_5	2 Peter	5	5	[English translation for 2 Peter 5:5]	Aru, Tai poila laga duniya ke bhi chara nai. Kintu, Tai Noah ke basi kene rakhise, jun dharmik manu thakise, aru tai logote sath jon thakise, jitia Isor pora biswas nakora manu khan uporte dangor ban-pani anise‡.
EN_NAG_01201	2PE_5_6	2 Peter	5	6	[English translation for 2 Peter 5:6]	Isor pora Sodom aru Gomorrah laga desh to jui pora jolai kene khotom kori dise, aru adharmik manu khan logote bhi eneka he hobo koi kene ekta namuna dikhai dise§.
EN_NAG_01202	2PE_5_7	2 Peter	5	7	[English translation for 2 Peter 5:7]	Kintu Tai dharmik Lot ke bachai loise, kunke niyom nathaka manu laga biya kaam aru bhabona pora dukh disele*.
EN_NAG_01203	2PE_5_8	2 Peter	5	8	[English translation for 2 Peter 5:8]	Aru dharmik khan, kun taikhan majote bisi din pora thaki ase, aru taikhan laga biya kaam khan huni kene aru dikhi kene tai laga dharmik atma te dukh pai thakise.
EN_NAG_01204	2PE_5_9	2 Peter	5	9	[English translation for 2 Peter 5:9]	Probhu jane bhal manu khan ke kineka kori kene dukh pora ulai anibo, aru biswas nakora manu khan ke bisar kora laga dinte ki saja dibo.
EN_NAG_01205	2PE_6_10	2 Peter	6	10	[English translation for 2 Peter 6:10]	Kintu eitu khan sob to hosa ase jun khan biya kaam kori thake aru taikhan mangso laga itcha thaka karone Isor laga adhikar to noloi. Taikhan laga mon dangor howa pora aru nijor itcha te thaka pora, taikhan mohima te thaka † 2:4 Gen. 6:1-4. ‡ 2:5 Gen. 6:5-8; 7:23. § 2:6 Gen. 19:1-29. * 2:7 Gen. 19:12-13, 15.
EN_NAG_01206	2PE_6_2	2 Peter	6	2	[English translation for 2 Peter 6:2]	Peter 2:11 v 2 Peter 2:17 Isor laga biya kotha kobole nimite bhoi nakore.
EN_NAG_01207	2PE_6_11	2 Peter	6	11	[English translation for 2 Peter 6:11]	Kintu mohan sorgodoth khan, kun logote takot ase, taikhan uporte sorom khilai diya laga bisar Probhu logote na ane.
EN_NAG_01208	2PE_6_12	2 Peter	6	12	[English translation for 2 Peter 6:12]	Kintu eitu khan, buddhi nathaka janwar khan nisena ase, taikhan to dhori kene khotom kori dibole nimite he jonom hoise. Aru, taikhan ki nabuje etu ke he sorom khilai ase. Taikhan laga biya he taikhan ke khotom kori dibo.
EN_NAG_01209	2PE_6_13	2 Peter	6	13	[English translation for 2 Peter 6:13]	Taikhan ki biya kaam korise etu laga inam pabo. Taikhan bhabe dinte ki moja kora to he bhal ase. Taikhan misa kowa aru dagi thaka manu ase. Apnikhan logot kha-luwa kora homoi te, dusra khan ke thogai diya kaam kori bole khushi pai.
EN_NAG_01210	2PE_6_14	2 Peter	6	14	[English translation for 2 Peter 6:14]	Taikhan suku ase hoile bhi biya pora bhorta hoi kene ase, aru taikhan kiman paap kori thakile bhi etu pora bhorta nohoi. Atma komjur thaka khan ke biya kaam kori bole nimite mate, aru taikhan laga mon to biya kaam kori bole nimite he sikhai diye. Taikhan shrap thaka bacha khan ase!
EN_NAG_01211	2PE_6_15	2 Peter	6	15	[English translation for 2 Peter 6:15]	Taikhan bhal rasta to chari kene Balaam Beor laga chokra laga pichete jaise, kun adharmik laga labh to lobole bhal pai†.
EN_NAG_01212	2PE_6_16	2 Peter	6	16	[English translation for 2 Peter 6:16]	Kintu tai nijor laga paap pora saja paise- kotha kori bole napara ekta gadha pora manu laga awaj te kotha kori kene dimag thik nathaka ekjon bhabobadi ke rukhai diya nisena ase‡.
EN_NAG_01213	2PE_7_17	2 Peter	7	17	[English translation for 2 Peter 7:17]	Etu manu khan pani nathaka laga khali jhorna nisena he ase aru jitia dangor hawa ahe † 2:15 Num. 22:5-7. ‡ 2:16 Num. 22:26-31.
EN_NAG_01214	2PE_7_2	2 Peter	7	2	[English translation for 2 Peter 7:2]	Peter 2:18 vi 2 Peter 3:1 dhuwa ke urai kene loija manu khan nisena he ase. Aru dukh laga andhera pora taikhan ke bandhi loi.
EN_NAG_01215	2PE_7_18	2 Peter	7	18	[English translation for 2 Peter 7:18]	Kelemane taikhan motlob nathaka laga kotha kore. Taikhan gaw mangso laga itcha pora manu khan ke mate. Taikhan kun manu biya aru dukh pora polabole mon kore taikhan ke prithibi laga itcha khan dikhai kene mate.
EN_NAG_01216	2PE_7_19	2 Peter	7	19	[English translation for 2 Peter 7:19]	Taikhan kosom dise taikhan ke biya pora ajad kori bole nimite, kintu taikhan nijor bhi biya kaam laga noukar khan ase. Ki pora manu khan ke bachai lobole parise, etu te tai paap laga noukar hoi jaise.
EN_NAG_01217	2PE_7_20	2 Peter	7	20	[English translation for 2 Peter 7:20]	Jodi taikhan Probhu Jisu Khrista laga gyaan pora etu prithibi laga biya kaam khan pora polai jabole pare, kintu aru bhi etu laga paap te phasi kene giri jai, taikhan poila te ki dukh paise, etu pora bhi bisi biya hobo.
EN_NAG_01218	2PE_7_21	2 Peter	7	21	[English translation for 2 Peter 7:21]	Kelemane taikhan pobitro niyom laga kotha khan jana pichete he namani kene thaka pora to, taikhan nimite to dharmik laga rasta najani kene thaka to he bhal thakise.
EN_NAG_01219	2PE_8_22	2 Peter	8	22	[English translation for 2 Peter 8:22]	Etu hosa kotha to taikhan logote hoise: “Ekta kutta nijor laga ulti khai, aru dhulai kene rakha gahori to aru bhi buka te wapas jai kene letera hoijai§.” 3 Probhu Laga Din Ahibo
EN_NAG_01220	2PE_8_1	2 Peter	8	1	[English translation for 2 Peter 8:1]	Morom laga bhai khan, etu ami laga dusra chithi apuni khan ke likhi ase; aru etu duita te § 2:22 Pro. 26:11.
EN_NAG_01221	2PE_9_2	2 Peter	9	2	[English translation for 2 Peter 9:2]	Peter 3:2 vii 2 Peter 3:9 bhi apuni khan laga bhal bhabona uthai dibole nimite aru monte rakhibole kotha likhi ase,
EN_NAG_01222	2PE_9_2	2 Peter	9	2	[English translation for 2 Peter 9:2]	Probhu jun amikhan laga Tran-Korta ase, Tai laga apostle aru pobitro bhabobadi khan ke ki hukum dise aru kotha khan koise apuni khan sob eitu khan monte rakhi kene thakibo nimite.
EN_NAG_01223	2PE_9_3	2 Peter	9	3	[English translation for 2 Peter 9:3]	Etu poila jani lobi, ses laga dinte misa kowa manu khan ahibo. Taikhan sorom khila bo aru taikhan nijor laga itcha hisab te chuli kene jabo.
EN_NAG_01224	2PE_9_4	2 Peter	9	4	[English translation for 2 Peter 9:4]	Taikhan kobo, “Tai ahibole kowa laga kosom to kote ase? Etu kotha to rukhi kene amikhan baba laga baba khan bhi mori jaise, sob to eke he ase, etu prithibi bona shuru homoi pora.”
EN_NAG_01225	2PE_9_5	2 Peter	9	5	[English translation for 2 Peter 9:5]	Kelemane taikhan nijor itcha pora etu pahori jaise, poila te sorgo thakise koi kene, aru prithibi to pani pora he bonaise aru pani to Isor laga kotha pora he bonaise*,
EN_NAG_01226	2PE_9_6	2 Peter	9	6	[English translation for 2 Peter 9:6]	aru etu kaam khan pora, age laga duniya to khotom kori dise, dangor ban-pani ahi kene†.
EN_NAG_01227	2PE_9_7	2 Peter	9	7	[English translation for 2 Peter 9:7]	Kintu etiya sorgo aru prithibi ke jui pora Tai laga hukum pora he bachai kene rakhi ase. Taikhan ke Isor najani kene thaka manu aru bisar kora laga din nimite he bachai kene rakhi ase.
EN_NAG_01228	2PE_9_8	2 Peter	9	8	[English translation for 2 Peter 9:8]	Kintu etu ekta kotha apuni khan napahoribo lage, morom bhai khan, Probhu nimite ek din to hajar saal nisena he ase, aru hajar saal to ek din nisena he ase‡.
EN_NAG_01229	2PE_10_9	2 Peter	10	9	[English translation for 2 Peter 10:9]	Probhu pora ki kosom dise etu aste pora loi najai, kunba manu bisi aste ase koi thake. Kintu, Tai apuni uporte morom thaka nimite Tai apuni khan kun bhi harai najabo nimite * 3:5 Gen. 1:6-9. † 3:6 Gen. 7:11-21. ‡ 3:8 Psa. 90:4.
EN_NAG_01230	2PE_10_2	2 Peter	10	2	[English translation for 2 Peter 10:2]	Peter 3:10 viii 2 Peter 3:16 bhabona kore, aru sob manu mon ghurai kene thaki bole nimite itcha ase.
EN_NAG_01231	2PE_10_10	2 Peter	10	10	[English translation for 2 Peter 10:10]	Kintu sabi, Probhu wapas aha laga din to ekjon chor aha nisena hobo, aru titia sorgo khan dangor awaj logote harai jabo aru prithibi laga suna to jui pora goli jabo, aru prithibi aru ta te thaka jiman bhi ase sob bhi bisar laga yogya hobo.
EN_NAG_01232	2PE_10_11	2 Peter	10	11	[English translation for 2 Peter 10:11]	Eitu khan sob to eneka he khotom hoi jabo, apuni khan kineka nisena manu hobo lage? Pobitro hoi kene aru bhal kaam kori kene,
EN_NAG_01233	2PE_10_12	2 Peter	10	12	[English translation for 2 Peter 10:12]	Isor wapas aha laga din to mon khuli kene rukhi thakibi. Kelemane sorgo khan bhi jui pora julai kene khotom kori dibo, aru sob saman jui laga gorom pora goli jabo§.
EN_NAG_01234	2PE_10_13	2 Peter	10	13	[English translation for 2 Peter 10:13]	Kintu Tai pora kosom diya nisena, amikhan notun sorgo aru notun prithibi nimite rukhi ase, kun jagate khali dharmik khan he thakibo*. Hekh Kotha
EN_NAG_01235	2PE_10_14	2 Peter	10	14	[English translation for 2 Peter 10:14]	Etu nimite, morom laga bhai khan, apuni khan etu sob to rukhi thaka nisena, shanti pora Tai laga usorte dagi nathaki kene aru biya kaam pora dur hoi kene bhal kaam kori thakibi.
EN_NAG_01236	2PE_10_15	2 Peter	10	15	[English translation for 2 Peter 10:15]	Aru, probhu laga morom aru dhorjo moi laga anonto jibon pabole nimite ase koi kene bhabi bhi, jineka amikhan laga morom laga bhai Paul pora apuni khan ke likhise, gyaan dikene likhi bole diya nisena,
EN_NAG_01237	2PE_11_16	2 Peter	11	16	[English translation for 2 Peter 11:16]	aru tai laga sob chithi te likha nisena, etu kotha khan taikhan logote koi ase. Kunba kotha § 3:12 Isa. 34:4. * 3:13 Isa. 60:21; 65:17; 66:22; Rev. 21:1, 27.
EN_NAG_01238	2PE_11_2	2 Peter	11	2	[English translation for 2 Peter 11:2]	Peter 3:17 ix 2 Peter 3:18 khan bujhi bole digdar ase, juntu gyaan nathaka aru biya manu khan pora etu laga motlob ke ulta kori diye, etu nisena taikhan Isor laga pobitro kotha bhi eneka kore, hoilebi taikhan nijor he dukh pabo.
EN_NAG_01239	2PE_11_17	2 Peter	11	17	[English translation for 2 Peter 11:17]	Etu nimite, bhai khan, apuni khan etu sob to age pora jani loise, nijorke bhal pora sai lobi aru biya manu khan laga misa kotha khan pora paap laga rasta te najabi aru apuni khan laga biswas to kitia bhi hara bole nadibi.
EN_NAG_01240	2PE_11_18	2 Peter	11	18	[English translation for 2 Peter 11:18]	Kintu Tran-Korta Probhu Jisu Khrista laga anugrah aru gyaan te dangor hoi kene thakibi. Sob mohima Tai laga hobole dibi etiya pora loi kene hodai tak. Amen! x Indian Standard Version (ISV) Nagamese The New Testament in the Naga Pidgin language of India: Indian Standard Version (ISV) Nagamese copyright © 2019 Bridge Connectivity Solutions Language: Nagamiz (Naga Pidgin) Contributor: Bridge Connectivity Solutions Pvt. Ltd. This translation is made available to you under the terms of the Creative Commons Attribution Share-Alike license 4.0. You have permission to share and redistribute this Bible translation in any format and to make reasonable revisions and adaptations of this translation, provided that: You include the above copyright and source information. If you make any changes to the text, you must indicate that you did so in a way that makes it clear that the original licensor is not necessarily endorsing your changes. If you redistribute this text, you must distribute your contributions under the same license as the original. Pictures included with Scriptures and other documents on this site are licensed just for use with those Scriptures and documents. For other uses, please contact the respective copyright owners. Note that in addition to the rules above, revising and adapting God's Word involves a great responsibility to be true to God's Word. See Revelation 22:18-19. 2023-04-14 PDF generated using Haiola and XeLaTeX on 11 Jun 2026 from source files dated 23 Apr 2023 302d590c-b57a-5734-9dcb-8a22ed7685c4
EN_NAG_01241	2TH_1_1	2 Thessalonians	1	1	[English translation for 2 Thessalonians 1:1]	Paul, aru Silvanus* aru Timothy, Thessalonica sheher laga girja ke likhi ase, juntu Baba Isor aru Probhu Jisu Khrista te ase.
EN_NAG_01242	2TH_1_2	2 Thessalonians	1	2	[English translation for 2 Thessalonians 1:2]	Apnikhan logote amikhan laga Baba Isor laga anugrah aru Probhu Jisu Khrista laga shanti thakibi. Dhanyavad Prathana
EN_NAG_01243	2TH_1_3	2 Thessalonians	1	3	[English translation for 2 Thessalonians 1:3]	Amikhan hodai apnikhan nimite Isor ke dhanyavad dibo lage, bhai khan. Etu thik ase, kele koile apnikhan laga biswas bisi dangor hoi kene jai ase, aru apnikhan sob ekjon-ekjon nimite morom thaka to bisi hoi ase.
EN_NAG_01244	2TH_1_4	2 Thessalonians	1	4	[English translation for 2 Thessalonians 1:4]	Etu nimite amikhan nijor pura mon khushi kori kene apnikhan laga kotha Isor laga girja ke koidi ase. Apnikhan ke dukh kosto diya homoi te apnikhan kineka dhorjo korise aru biswas te thakibo parise etu laga kotha khan koidi ase. Apuni khan dukh kosto te dhorjo kora to amikhan koi thake. Khrista Aha Dinte Bisar
EN_NAG_01245	2TH_1_5	2 Thessalonians	1	5	[English translation for 2 Thessalonians 1:5]	Etu Isor laga dharmikta pora kora bisar laga sakhi ase, kele koile etu nimite he apuni to Isor laga rajyo karone yogya ase, jun nimite apuni khan bhi dukh kosto pai ase. * 1:1 Silas laga dusra naam. I Thessalonians 1:6 ii I Thessalonians 1:12
EN_NAG_01246	2TH_1_6	2 Thessalonians	1	6	[English translation for 2 Thessalonians 1:6]	Kelemane, kun pora apnikhan ke dukh kosto diye, taikhan ke Isor pora he dukh kosto dibo, eneka kora to Isor nimite dharmikta dikha ase,
EN_NAG_01247	2TH_1_7	2 Thessalonians	1	7	[English translation for 2 Thessalonians 1:7]	aru jun khan amikhan logote dukh te ase, sob nimite aram pabo. Etu hobo jitia Probhu Jisu Tai laga mohan sorgodoth khan logote akas te ulaikena ahibo†.
EN_NAG_01248	2TH_1_8	2 Thessalonians	1	8	[English translation for 2 Thessalonians 1:8]	Juli thaka jui pora Tai jun khan Isor ke najane aru Probhu Jisu laga susamachar ke mana nai taikhan uporte saja dibo‡.
EN_NAG_01249	2TH_1_9	2 Thessalonians	1	9	[English translation for 2 Thessalonians 1:9]	Taikhan anonto homoi laga nosto te sajah pabo aru Isor aru Tai laga mohima thaka takot pora dur hoi jabo§.
EN_NAG_01250	2TH_1_10	2 Thessalonians	1	10	[English translation for 2 Thessalonians 1:10]	Tai eitu khan koribo jitia Tai laga pobitro khan logot stuti pabole wapas ahibo, aru Taike biswas kora khan Taike saikene asurit hobo. Kilekoile amikhan laga etu gawahi kora kotha ke apnikhan biswas korise*.
EN_NAG_01251	2TH_1_11	2 Thessalonians	1	11	[English translation for 2 Thessalonians 1:11]	Etu nimite amikhan hodai apnikhan karone prathana kori thake, amikhan laga Isor pora apnikhan ke mata to yogya hoi thaki bole. Amikhan etu he prathana kori ase Tai pora apnikhan laga bhal kaam laga itcha thaka sob pura kori dibo karone aru biswas laga kaam khan pura hokti pora hobole karone.
EN_NAG_01252	2TH_2_12	2 Thessalonians	2	12	[English translation for 2 Thessalonians 2:12]	Amikhan laga Probhu Jisu laga mohima apnikhan laga jibon te dikhibo nimite prathana kore, aru Tai pora apnikhan ke stuti kori dibo, etu sob hobo amikhan Isor aru Probhu Jisu † 1:7 John 1:14-15; Rev. 14:13. ‡ 1:8 Psa. 79:6; Isa. 66:15; Jer . 10:25. § 1:9 Rev. 21:8; Mat. 25:41, 46; Isa. 2:19, 21. * 1:10 1 The. 2:3; 1 Cor .1:6; Psa. 89:7; Isa. 49:3. I Thessalonians 2:1 iii I Thessalonians 2:7 Khrista laga anugrah nimite†. 2 Kanun Bhangai Diya Ekjon
EN_NAG_01253	2TH_2_1	2 Thessalonians	2	1	[English translation for 2 Thessalonians 2:1]	Etiya bhai khan, Probhu Jisu Khrista wapas aha aru amikhan Taike lok kori bole joma kora laga kotha pora,
EN_NAG_01254	2TH_2_2	2 Thessalonians	2	2	[English translation for 2 Thessalonians 2:2]	apnikhan Probhu laga din asol pora ahi jaise bhabikena apnikhan mon ulta pulta nabhabi bhi, aru mon dukh nohoile manu laga kotha pora nohoile atma laga kotha nohoile amikhan laga chithi nimite apnikhan laga mon dukh na koribi.
EN_NAG_01255	2TH_2_3	2 Thessalonians	2	3	[English translation for 2 Thessalonians 2:3]	Kun manu pora bhi apnikhan ke thogabole nadibi. Kilekoile etu laga din nahibo, jitia tak niyom bhanga ekjon, kun nosto laga chokra* ase, kun he Isor laga kotha ke ninda kore, tai ahi najai.
EN_NAG_01256	2TH_2_4	2 Thessalonians	2	4	[English translation for 2 Thessalonians 2:4]	Etu tai he ase jun nijorke uthai diye aru Isor laga naam aru Isor ke aradhana kori bole thaka ki ase sobke bhirodh kore. Etu pora, tai Isor laga mondoli te jai kene ta te bohi jai aru nijorke Isor koi kene dikhai†.
EN_NAG_01257	2TH_2_5	2 Thessalonians	2	5	[English translation for 2 Thessalonians 2:5]	Apnikhan monte nai naki, jitia ami apuni khan logote thakise, etu homoi te etu kotha khan koi dise nohoi?
EN_NAG_01258	2TH_2_6	2 Thessalonians	2	6	[English translation for 2 Thessalonians 2:6]	Taike ki pora rukhai ase apnikhan jani loise, aru taike thik homoi te he dikhai dibo.
EN_NAG_01259	2TH_2_7	2 Thessalonians	2	7	[English translation for 2 Thessalonians 2:7]	Kilekoile bujhi bo napara laga niyom nathaka age pora kaam shuru hoise, khali ta te † 1:12 Isa. 24:15; 66:5; 1 Pet. 1:7-8. * 2:3 Etu Saitan ase. † 2:4 Eze. 28:2; Dan. 11: 36-37. I Thessalonians 2:8 iv I Thessalonians 2:14 ekjon ase jun he taike etiya rukhai kene ase jitia tak taike rasta pora ulai nadiye.
EN_NAG_01260	2TH_2_8	2 Thessalonians	2	8	[English translation for 2 Thessalonians 2:8]	Titia niyom nathaka ekjon ke janai dibo, junke Probhu Jisu pora Tai laga saas pora morai dibo. Aru Probhu wapas ahibole laga din prokahit janai diya pora taike khotom kori dibo‡.
EN_NAG_01261	2TH_2_9	2 Thessalonians	2	9	[English translation for 2 Thessalonians 2:9]	Etu niyom nathaka ekjon aha to Saitan laga biya kaam pora he ase, aru tai pora kisim-kisim sakti pora chihna khan dikha bo, aru asurit kaam misa pora dikhai dibo,
EN_NAG_01262	2TH_2_10	2 Thessalonians	2	10	[English translation for 2 Thessalonians 2:10]	adharmikta laga misa pora he eitu khan sob koribo. Etu manu khan sob mori jai ase kele koile taikhan nijorke bachai lobo paribole thaka hosa laga morom to taikhan luwa nai.
EN_NAG_01263	2TH_2_11	2 Thessalonians	2	11	[English translation for 2 Thessalonians 2:11]	Etu karone Isor pora taikhan ke galti thaka laga kaam pathai dise, titia taikhan etu misa ke biswas koribo.
EN_NAG_01264	2TH_2_12	2 Thessalonians	2	12	[English translation for 2 Thessalonians 2:12]	Etu pora he taikhan sob uporte bisar anibo, jun khan hosa ke biswas kora nai, aru, ulta, adharmik kaam khan te khushi pai thakise. Mojbut Hoi Khara Hobi
EN_NAG_01265	2TH_2_13	2 Thessalonians	2	13	[English translation for 2 Thessalonians 2:13]	Isor pora morom kora bhai khan, apnikhan nimite Isor ke hodai amikhan dhanyavad di thakibo lage. Kilekoile apuni khan ke Pobitro Atma pora sapha kori luwa aru hosa ke biswas kori luwa karone Isor apuni khan ke poritran dibole basi loise§.
